SY_STATUS,OPERATIONAL_SCHOOLS,LEA_NAME,LEA_TYPE_TEXT,AGCHRT,LEA_TYPE,ST,ADDRESS,NUM_BAD_URLS,CHARTER_LEA_TEXT,WEBSITE_CCD,URL,SURVYEAR
1,1,Creative Technologies Academy,Independent Charter District,1,7,MI,"350 PINE ST, CEDAR SPRINGS, MI 49319 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",ctaschool.com,http://www.ctaschool.com/,2015
1,3,Crescent Academy,Independent Charter District,1,7,MI,"17570 WEST 12 MILE RD, SOUTHFIELD, MI 48076 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.crescentacademycharterschool.com/site/index.asp,http://www.crescentacademycharterschool.com/,2015
3,1,Crescent Leadership Academy,Independent Charter District,1,7,LA,"4300 Almonaster Blvd., New Orleans, LA 70126 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://crescentleadershipacademy.com/,2015
3,1,Cresthaven Academy Charter School,Independent charter district,,7,NJ,"530 West 7th Street, Plainfield, NJ 7060 ",0,LEA for federal programs,http://www.cresthavenacademy.org,http://www.cresthavenacademy.org/,2016
1,1,Crispus Attucks Youthbuild CS,Independent Charter District,1,7,PA,"605 S Duke St., York, PA 17403 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.crispusattucks.org,http://crispusattucks.org/,2015
1,10,Crook County SD,Regular local school district that is NOT a component of a supervisory union,2,1,OR,"471 NE Ochoco Plaza Dr, Prineville, OR 97754 ",0,State has charter LEAs but this LEA is not a charter LEA,www.crookcounty.k12.or.us,http://crookcounty.k12.or.us/,2015
1,2,CROSS COUNTY SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,1,1,AR,"21 COUNTY ROAD 215, CHERRY VALLEY, AR 72324 ",0,State has charter LEAs but this LEA is not a charter LEA,www.crosscountyschools.com,http://crosscountyschools.com/,2015
1,1,Cross Creek Charter Academy,Independent Charter District,1,7,MI,"7701 KALAMAZOO AVE SE, BYRON CENTER, MI 49315 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://crosscreek.heritageacademies.com/,http://crosscreekcharteracademy.org/,2015
1,1,Crosscreek Charter School,Independent Charter District,1,7,NC,"306 Sandalwood Ave, Louisburg, NC 27549 ",0,An LEA for programs authorized under IDEA but not under ESEA and Perkins,www.crosscreekcharterschool.com/,http://www.crosscreekcharterschool.com/,2015
1,2,CROSSLAKE COMMUNITY CHARTER SCHOOL,Independent Charter District,1,7,MN,"36974 COUNTY RD 66, CROSSLAKE, MN 56442 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.crosslakekids.org/,http://www.crosslakekids.org/,2015
1,1,CROSSROADS ACAD OF KANSAS CITY,Independent Charter District,1,7,MO,"1015 CENTRAL, KANSAS CITY, MO 64105 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.crossroadsacademykc.org,http://www.crossroadsschoolskc.org/,2015
1,2,Crossroads Charter Academy,Independent Charter District,1,7,MI,"215 SPRUCE ST W, BIG RAPIDS, MI 49307 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.ccabr.org/,http://www.ccabr.org/,2015
1,1,Crossroads Charter High,Independent Charter District,1,7,NC,"5500 N Tryon Steet, Charlotte, NC 28213 ",0,An LEA for programs authorized under IDEA but not under ESEA and Perkins,www.crossroadscharter.org,http://www.crossroadscharter.org/,2015
1,1,CROSSTIMBERS ACADEMY,Independent Charter District,1,7,TX,"242 HARMONY RD, WEATHERFORD, TX 76087 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://ctacharter.com/,2015
1,0,Crow Creek - Lower Brule Education Line Office,Regional Education Service Agency (RESA),N,4,BI,"190 Oyate Circle, Lower Brule, SD 57548 ",3,State does not have charters or state does not permit charter LEAs,,"https://www.ziprealty.com/schools/district/9839/LOWER-BRULE,SD/CROW-CREEK-_-LOWER-BRULE-EDUCATION-LINE-OFFICE",2015
1,0,CROWLEY'S RIDGE EDUCATION COOP,Regional Education Service Agency (RESA),N,4,AR,"1606 PINE GROVE LANE, HARRISBURG, AR 72432 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.crowleys.crsc.k12.ar.us,http://www.arearlylearning.org/,2015
1,1,Crown Charter School  Inc,Independent Charter District,1,7,AZ,"12450 W. Maryland, Litchfield Park, AZ 85340 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.crowncharter.com/,2015
3,0,Croydon SAU Office,Supervisory union administrative center,,3,NH,"Croydon School District, Croydon, NH 3773 ",0,Not a charter district,,https://my.doe.nh.gov/profiles/profile.aspx?s=21960&year=2015,2016
1,1,Cruiser Academy,Independent Charter District,1,7,OH,"2751 Winchester Pike, Columbus, OH 43232 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.gocruisers.org/cruiseracademy_home.aspx,2015
1,1,CS LEWIS ACADEMY,Independent Charter District,1,7,UT,"354 N SR-198, SANTAQUIN, UT 84655 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.cslewisacademy.net/,http://cslewisacademy.net/,2015
1,0,CSDB,Regional Education Service Agency (RESA),N,4,CO,"33 North Institute Street, Colorado Springs, CO 80903 ",0,State has charter LEAs but this LEA is not a charter LEA,www.csdb.org/,http://www.csdb.org/,2015
1,1,CSI Charter School,Independent Charter District,1,7,NH,"26 Washington St., Penacook, NH 3303 ",0,A charter district which is not an LEA for any federal program.,,http://www.csicharterschool.org/,2015
1,1,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,Independent Charter District,1,7,NY,"1400 LINDEN BLVD, BROOKLYN, NY 11212 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.culturalartsacademy.org,http://www.culturalartsacademy.org/,2015
1,3,CUMBERLAND ACADEMY,Independent Charter District,1,7,TX,"1340 SHILOH RD, TYLER, TX 75703 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.cumberlandacademy.com,http://cumberlandacademy.com/,2015
1,5,Cumberland School District,Regular local school district that is NOT a component of a supervisory union,2,1,WI,"1010 8th Ave, Cumberland, WI 54829 ",0,State has charter LEAs but this LEA is not a charter LEA,www.cumberland.k12.wi.us,http://www.cumberland.k12.wi.us/hs/,2015
1,27,CUSD 300,Regular local school district that is NOT a component of a supervisory union,2,1,IL,"2550 Harnish Dr, Algonquin, IL 60102 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.d300.org/,2015
1,1,CYBER VILLAGE ACADEMY,Independent Charter District,1,7,MN,"768 HAMLINE AVE S, SAINT PAUL, MN 55116 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.cybervillageacademy.org,http://www.cybervillageacademy.org/,2015
1,11,D C Everest Area School District,Regular local school district that is NOT a component of a supervisory union,2,1,WI,"6300 Alderson St, Weston, WI 54476 ",0,State has charter LEAs but this LEA is not a charter LEA,www.dce.k12.wi.us,http://www1.dce.k12.wi.us/srhigh/,2015
1,2,Da Vinci Institute,Independent Charter District,1,7,MI,"2255 EMMONS RD, JACKSON, MI 49201 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.davincik12.org,http://www.davincik12.org/,2015
1,535,DADE,Regular local school district that is NOT a component of a supervisory union,2,1,FL,"1450 NE 2ND AVE # 912, MIAMI, FL 33132 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.dadeschools.net,http://www.mdc.edu/,2015
1,1,Daisy Education Corporation dba Paragon Science Academy,Independent Charter District,1,7,AZ,"5580 W Chandler Blvd, Chandler, AZ 85226 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.sonoranschools.org/paragon,http://www.sonoranschools.org/paragon,2015
1,1,Daisy Education Corporation dba Sonoran Science Academy,Independent Charter District,1,7,AZ,"2325 W Sunset Rd, Tucson, AZ 85741 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",https://www.sonoranacademy.org/tucson,http://www.sonoranschools.org/,2015
1,1,Daisy Education Corporation dba Sonoran Science Academy - Ph,Independent Charter District,1,7,AZ,"4837 E McDowell Rd, Phoenix, AZ 85008 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://sonoranacademy.org/district/,http://www.sonoranschools.org/phoenix,2015
1,1,Daisy Education Corporation dba. Sonoran Science Academy Dav,Independent Charter District,1,7,AZ,"5741 E Ironwood, Tucson, AZ 85708 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.sonoranschools.org/davismonthan,2015
1,1,Daisy Education Corporation dba. Sonoran Science Academy Peo,Independent Charter District,1,7,AZ,"17667 N 91st Avenue, Peoria, AZ 85382 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.sonoranacademy.org/district/,http://www.sonoranschools.org/ssapeoriak8_home.aspx,2015
1,244,DALLAS ISD,Regular local school district that is NOT a component of a supervisory union,2,1,TX,"3700 ROSS AVE, DALLAS, TX 75204 ",1,State has charter LEAs but this LEA is not a charter LEA,www.dallasisd.org,https://www.dallasisd.org/,2015
1,7,Dallas SD 2,Regular local school district that is NOT a component of a supervisory union,2,1,OR,"111 SW Ash St, Dallas, OR 97338 ",0,State has charter LEAs but this LEA is not a charter LEA,www.dsd2.org,http://www.dallas.k12.or.us/,2015
1,1,Damar Charter Academy,Independent Charter District,1,7,IN,"5125 Decatur Blvd Suite D, Indianapolis, IN 46241 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",arteracademy.org,http://www.damarcharteracademy.org/,2015
1,0,Damariscotta Public Schools,Regular local school district that is NOT a component of a supervisory union,N,1,ME,"767 Main Street 1-A, Damariscotta, ME 4543 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.aos93.org,http://maine.educationbug.org/school-districts/5562-bristol-school-department.html,2015
1,1,D'Arbonne Woods Charter School,Independent Charter District,1,7,LA,"1002 Sterlington Highway, Farmerville, LA 71241 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.darbonnewoods.com/,2015
1,0,Darke County ESC,Regional Education Service Agency (RESA),N,4,OH,"5279 Education Dr, Greenville, OH 45331 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://darkeesc.org/,2015
1,14,David Douglas SD 40,Regular local school district that is NOT a component of a supervisory union,2,1,OR,"11300 NE Halsey St, Portland, OR 97220 ",0,State has charter LEAs but this LEA is not a charter LEA,www.ddouglas.k12.or.us,https://www.ddouglas.k12.or.us/,2015
1,1,David Ellis Academy,Independent Charter District,1,7,MI,"18977 SCHAEFER HWY, DETROIT, MI 48235 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",davidellisacademy.com,http://www.dea-detroit.com/,2015
1,1,David Ellis Academy West,Independent Charter District,1,7,MI,"19800 BEECH DALY RD, REDFORD, MI 48240 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.davidellisacademywest.com/,http://deawest.edlioschool.com/,2015
1,167,Davidson County,Regular local school district that is NOT a component of a supervisory union,2,1,TN,"2601 Bransford AV, Nashville, TN 37204 ",0,State does not have charters or state does not permit charter LEAs,www.mnps.org,http://www.mnps.org/,2015
1,0,Daviess-Martin Special Ed Coop,Regional Education Service Agency (RESA),N,4,IN,"9 W Main St, Washington, IN 47501 ",3,State has charter LEAs but this LEA is not a charter LEA,,http://dmsec.org/,2015
1,1,DAVINCI ACADEMY,Independent Charter District,1,7,MN,"13001 CENTRAL AVE N, BLAINE, MN 55434 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.davincicharterschool.org,http://www.davincicharterschool.org/,2015
1,1,DAVINCI ACADEMY,Independent Charter District,1,7,UT,"2033 GRANT AVE, OGDEN, UT 84401 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.davinciacademy.org,http://www.davinciacademy.org/,2015
1,17,Davis Joint Unified,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"526 B St., Davis, CA 95616 ",0,State has charter LEAs but this LEA is not a charter LEA,www.djusd.k12.ca.us/district,http://www.djusd.k12.ca.us/,2015
1,0,DAWSON EDUCATION SERVICE COOP,Regional Education Service Agency (RESA),N,4,AR,"711 CLINTON, ARKADELPHIA, AR 71923 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.dawson.dsc.k12.ar.us,http://www.dawsonesc.com/,2015
1,1,Dayton Business Technology High School,Independent Charter District,1,7,OH,"348 W 1st St, Dayton, OH 45402 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://daytontech.org/,2015
1,1,Dayton Early College Academy Inc,Independent Charter District,1,7,OH,"300 College Park, Dayton, OH 45469 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.daytonearlycollege.org,http://daytonearlycollege.org/,2015
1,1,Dayton Leadership Academies-Dayton View Campus,Independent Charter District,1,7,OH,"1416 W Riverview Ave, Dayton, OH 45402 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.daytonviewacademy.com/,http://www.daytonleadershipacademies.com/,2015
1,1,Dayton Leadership Academies-Early Learning Academy,Independent Charter District,1,7,OH,"1416 W Riverview Ave, Dayton, OH 45402 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.daytonleadershipacademies.com,http://www.daytonleadershipacademies.com/,2015
1,1,Dayton SMART Elementary School,Independent Charter District,1,7,OH,"601 S Keowee St, Dayton, OH 45410 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://daytonsmart.org/,2015
1,1,DC Bilingual PCS,Independent Charter District,1,7,DC,"33 Riggs Road NE, Washington, DC 20011 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.dcbilingual.org,http://www.dcbilingual.org/,2015
1,5,DC Preparatory Academy PCS,Independent Charter District,1,7,DC,"707 Edgewood Street NE, Washington, DC 20017 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.dcprep.org,http://www.dcprep.org/,2015
1,1,DC Scholars PCS,Independent Charter District,1,7,DC,"5601 E Capitol St SE, Washington, DC 20019 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.dcscholars.org,http://www.dcscholars.org/dcpcs,2015
1,5,De Soto Area School District,Regular local school district that is NOT a component of a supervisory union,2,1,WI,"615 Main St, De Soto, WI 54624 ",0,State has charter LEAs but this LEA is not a charter LEA,www.desoto.k12.wi.us,http://www.desoto.k12.wi.us/,2015
1,0,Deblois Public Schools,Regular local school district that is NOT a component of a supervisory union,N,1,ME,"1020 Sacarap Road, Harrington, ME 4643 ",0,State has charter LEAs but this LEA is not a charter LEA,www.msad37.org,http://www.nhsknights.org/,2015
1,1,DEBORAH BROWN (CHARTER),Independent Charter District,1,7,OK,"2 South Elgin, Tulsa, OK 74120 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.dbcschool.org,http://www.dbcschool.org/,2015
1,1,DECA PREP,Independent Charter District,1,7,OH,"200 Homewood Ave, Dayton, OH 45405 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.daytonearlycollege.org/apps/pages/DECAPREP,2015
1,23,Decatur SD 61,Regular local school district that is NOT a component of a supervisory union,2,1,IL,"101 W Cerro Gordo St, Decatur, IL 62523 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,https://www.dps61.org/,2015
1,1,Deer Valley Charter Schools  Inc.,Independent Charter District,1,7,AZ,"3050 W. Agua Fria Freeway, Phoenix, AZ 85027 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.deervalleyacademy.org/,http://dvms.dvusd.org/,2015
1,8,Dehesa Elementary,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"4612 Dehesa Rd., El Cajon, CA 92019 ",0,State has charter LEAs but this LEA is not a charter LEA,www.dehesasd.net/,https://dehesasd.sdcoe.net/,2015
1,135,DeKalb County,Regular local school district that is NOT a component of a supervisory union,2,1,GA,"1701 Mountain Industrial Blvd, Stone Mountain, GA 30083 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.dekalbschoolsga.org/contact/,2015
1,6,Del Norte County Office of Education,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"301 W. Washington Blvd., Crescent City, CA 95531 ",0,State has charter LEAs but this LEA is not a charter LEA,www.delnorte.k12.ca.us,http://www.delnorte.k12.ca.us/,2015
1,0,Delabar CTE System,Regional Education Service Agency (RESA),N,4,IL,"105 N E St Ste 1, Monmouth, IL 61462 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.delabarctesystem.com/contactus.html,2015
1,12,Delano Union Elementary,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"1405 12th Ave., Delano, CA 93215 ",0,State has charter LEAs but this LEA is not a charter LEA,www.duesd.org,http://www.duesd.org/,2015
1,1,DELASALLE CHARTER SCHOOL,Independent Charter District,1,7,MO,"3737 TROOST AVENUE, KANSAS CITY, MO 64109 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",DELASALLECENTER.ORG,http://www.delasallecenter.org/,2015
1,1,Delaware Academy of Public Safety and Security,Independent Charter District,1,7,DE,"801 North DuPont Highway, New Castle, DE 19720 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.delawareacademycharter.org,http://www.dapsscharterschool.org/,2015
1,0,Delaware Adolescent Program Inc. (DAPI),Regional Education Service Agency (RESA),N,4,DE,"1600 Jessup Street, Wilmington, DE 19801 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.dapi.org/,2015
1,1,Delaware College Preparatory Academy,Independent Charter District,1,7,DE,"510 West 28th Street, Wilmington, DE 19802 ",1,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.dcpacademy.org/,http://profiles.doe.k12.de.us/SchoolProfiles/School/Default.aspx?checkSchool=565&districtCode=32,2015
1,0,Delaware County IU 25,Regional Education Service Agency (RESA),N,4,PA,"200 Yale Avenue, Morton, PA 19070 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.dciu.org,https://www.dciu.org/,2015
3,1,Delaware Design-Lab High School,Independent Charter District,1,7,DE,"519 North Market Street, Wilmington, DE 19801 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,,http://www.ddlhs.org/,2015
1,1,Delaware Military Academy,Independent Charter District,1,7,DE,"112 Middleboro Road, Wilmington, DE 19804 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.demilacad.org,http://www.demilacad.org/,2015
1,1,Delaware Valley CHS,Independent Charter District,1,7,PA,"5201 Old York Road, Philadelphia, PA 19141 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.dvchs.net,http://www.dvchs.net/calendar?ctl00_ContentPlaceHolder1_ctl10_cp_scpCurrent_rgLmsItemsChangePage=2,2015
1,1,Delhi Charter School,Independent Charter District,1,7,LA,"6940 Highway 17, Delhi, LA 71232 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.delhicharterschool.org/,2015
1,2,DELLA LAMB ELEM.,Independent Charter District,1,7,MO,"500 WOODLAND, KANSAS CITY, MO 64106 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.dellalamb.org,http://www.dellalamb.org/,2015
1,0,DELTA 50J,Regional Education Service Agency (RESA),N,4,CO,"1002 Hastings Street, Delta, CO 81416 ",0,State has charter LEAs but this LEA is not a charter LEA,,"http://directoryplus.com/Delta,CO/Delta-Public-Schools-Delta-County-School-District-50/profile",2015
3,1,Delta Charter Group,Independent Charter District,1,7,LA,"300 Lynwood Drive, Ferriday, LA 71334 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.deltacs.org/,2015
1,17,Delta County Joint District No. 50,Regular local school district that is NOT a component of a supervisory union,2,1,CO,"7655 2075 ROAD, DELTA, CO 81416 ",0,State has charter LEAs but this LEA is not a charter LEA,http://www.deltaschools.com,http://www.deltaschools.com/,2015
1,11,DEMING PUBLIC SCHOOLS,Regular local school district that is NOT a component of a supervisory union,2,1,NM,"1001 S DIAMOND, DEMING, NM 88030 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.demingps.org/,2015
1,1,Democracy Prep Congress Heights PCS,Independent Charter District,1,7,DC,"3100 M L King Jr Ave SE, Washington, DC 20032 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://democracyprep.org,http://democracyprep.org/schools#high-schools,2015
1,1,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,Independent Charter District,1,7,NY,"250 W 127TH ST, NEW YORK, NY 10027 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.democracyprep.org,http://democracyprep.org/,2015
1,1,DEMOCRACY PREP HARLEM CHARTER SCHOOL,Independent Charter District,1,7,NY,"207 W 133RD ST, NEW YORK, NY 10030 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.democracyprep.org,http://democracyprep.org/,2015
1,1,DEMOCRACY PREPARATORY CHARTER SCHOOL,Independent Charter District,1,7,NY,"222 W 134TH ST, NEW YORK, NY 10030 ",0,An LEA for programs authorized under ESEA and Perkins but not under IDEA,www.democracyprep.org,http://www.democracyprep.org/,2015
1,9,Denair Unified,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"3460 Lester Rd., Denair, CA 95316 ",0,State has charter LEAs but this LEA is not a charter LEA,www.dusd.k12.ca.us,http://dusd.k12.ca.us/,2015
1,5,Denmark School District,Regular local school district that is NOT a component of a supervisory union,2,1,WI,"450 N Wall St, Denmark, WI 54208 ",0,State has charter LEAs but this LEA is not a charter LEA,www.denmark.k12.wi.us,http://www.denmark.k12.wi.us/,2015
1,0,Dennistown Plt Public Schools,Regular local school district that is NOT a component of a supervisory union,N,1,ME,"No Physical Location Available, Searsport, ME 4974 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.maine.gov/education/eddir/pdffiles/units-no-schools.pdf,2015
1,0,Dennysville Public Schools,Regular local school district that is NOT a component of a supervisory union,N,1,ME,"100 High Street, Eastport, ME 4631 ",0,State has charter LEAs but this LEA is not a charter LEA,,https://www.eastportelementaryschoolmaine.org/,2015
1,0,DENVER 1,Regional Education Service Agency (RESA),N,4,CO,"900 Grant Street 2nd Floor, Denver, CO 80203 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.denverteacherresidency.org/,2015
1,0,DEPARTMENT OF CORRECTIONS,Regional Education Service Agency (RESA),N,4,CO,"2862 South Circle Drive, Colorado Springs, CO 80906 ",1,State has charter LEAs but this LEA is not a charter LEA,www.doc.state.co.us/,http://prisonhandbook.com/8341/department-of-corrections-central-office-colorado/,2015
1,0,Department of Corrections,State agency providing elementary and/or secondary level instruction,N,5,KS,"815 SE Rice Rd., Topeka, KS 66607 ",0,State does not have charters or state does not permit charter LEAs,,http://www.dc.state.ks.us/facilities/tcf,2015
1,0,DEPARTMENT OF SOCIAL SERVICES,State agency providing elementary and/or secondary level instruction,N,5,CT,"25 SIGOURNEY STREET, HARTFORD, CT 6106 ",0,State has charter LEAs but this LEA is not a charter LEA,www.dss.state.ct.us,http://www.ct.gov/dss/,2015
1,0,Dept. of Svs. for Children Youth & Their Families,State agency providing elementary and/or secondary level instruction,N,5,DE,"1825 Faulkland Road, Wilmington, DE 19805 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://kids.delaware.gov/contact.shtml,2015
1,0,Derry Cooperative SAU Office,Supervisory union administrative center (or county superintendent's office serving the same purpose),N,3,NH,"18 South Main St., Derry, NH 3038 ",0,State has charter LEAs but this LEA is not a charter LEA,,http://www.sau10.org/,2015
1,0,Des Plaines Valley EFE,Regional Education Service Agency (RESA),N,4,IL,"2000 5th Ave M100, River Grove, IL 60171 ",1,State has charter LEAs but this LEA is not a charter LEA,,http://www.dvr-efe.org/,2015
1,2,Desert Heights Charter Schools,Independent Charter District,1,7,AZ,"5821 W Beverly Ln, Glendale, AZ 85306 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://www.desertheightscharter.org/,http://desertheightscharter.org/,2015
1,1,Desert Rose Academy Inc.,Independent Charter District,1,7,AZ,"3686 W. Orange Grove Rd., Tucson, AZ 85741 ",0,A charter district which is not an LEA for any federal program.,http://www.go2rose.com,http://www.go2rose.com/schools/desert,2015
1,34,Desert Sands Unified,Regular local school district that is NOT a component of a supervisory union,2,1,CA,"47-950 Dune Palms Rd., La Quinta, CA 92253 ",0,State has charter LEAs but this LEA is not a charter LEA,www.dsusd.us/dsusd/,https://www.dsusd.us/,2015
1,1,Desert Sky Community School  Inc.,Independent Charter District,1,7,AZ,"1350 N Arcadia Ave, Tucson, AZ 85712 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.desertskyschool.org,http://www.desertskycommunityschool.org/,2015
1,1,Desert Springs Academy,Independent Charter District,1,7,AZ,"3833 E. 2nd Street, Tucson, AZ 85716 ",0,A charter district which is not an LEA for any federal program.,desertspringsacademy.com,http://www.desertspringsacademy.com/,2015
1,1,Desert Star Academy,Independent Charter District,1,7,AZ,"5599 Highway 95, Fort Mohave, AZ 86426 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.desertstaracademy.org/,2015
1,1,Desert Star Community School  Inc.,Independent Charter District,1,7,AZ,"1240 S. Recycler Rd., Cornville, AZ 86325 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,https://www.desertstarschool.org/,2015
1,1,Destiny School  Inc.,Independent Charter District,1,7,AZ,"22 Prickly Pear Drive, Globe, AZ 85501 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.mydestinyschool.org/,2015
1,1,DeTour Arts and Technology Academy,Independent Charter District,1,7,MI,"202 S Division St, DE Tour Village, MI 49725 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",detourata.eup.k12.mi.us,https://detourata.eupschools.org/,2015
1,2,Detroit Academy of Arts and Sciences,Independent Charter District,1,7,MI,"2985 EAST JEFFERSON AVE, DETROIT, MI 48207 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.daasdistrict.org,http://daasdistrict.org/,2015
1,1,Detroit Achievement Academy,Independent Charter District,1,7,MI,"7000 Outer Drive, Detroit, MI 48235 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",,http://www.detroitachievement.org/,2015
1,2,Detroit Community Schools,Independent Charter District,1,7,MI,"12675 BURT RD, DETROIT, MI 48223 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.detcomschools.org/home,http://www.detcomschools.org/,2015
1,1,Detroit Delta Preparatory Academy for Social Justice,Independent Charter District,1,7,MI,"3550 John C Lodge Fwy, Detroit, MI 48201 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.detroitdeltaprep.org,http://www.detroitdeltaprep.org/,2015
1,2,Detroit Edison Public School Academy,Independent Charter District,1,7,MI,"1903 WILKINS ST, DETROIT, MI 48207 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",www.detroitedisonpsa.org,http://www.detroitedisonpsa.org/,2015
1,1,Detroit Enterprise Academy,Independent Charter District,1,7,MI,"11224 KERCHEVAL ST, DETROIT, MI 48214 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://detroitenterprise.heritageacademies.com/,http://detroitenterprise.org/,2015
1,1,Detroit Innovation Academy,Independent Charter District,1,7,MI,"18211 Plymouth Rd, Detroit, MI 48228 ",4,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://ydetroitacademy.org/our-schools/detroit-innovation-academy,http://www.thecenterforcharters.org/schools/choice/our-schools/detroit-innovation-academy/,2015
1,2,Detroit Leadership Academy,Independent Charter District,1,7,MI,"13550 Virgil, Detroit, MI 48223 ",0,"An LEA for programs authorized under IDEA, ESEA, and Perkins",http://ydetroitacademy.org/our-schools/detroit-leadership-academy,http://www.dlachampion.org/,2015
